"","Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","clusters$cluster"
"2100","Male","No",41,"Yes","Artist",2,"Low",3,5
"2101","Female","No",31,"Yes","Healthcare",9,"Low",7,6
"2103","Female","Yes",26,"No","Marketing",7,"High",3,5
"2106","Male","No",20,"No","Healthcare",1,"Low",4,6
"2107","Male","Yes",41,"Yes","Artist",4,"Low",4,5
"2109","Male","Yes",63,"Yes","Homemaker",1,"Low",3,1
"2110","Male","Yes",88,"Yes","Executive",1,"Low",1,2
"2112","Male","Yes",55,"No","Engineer",1,"High",4,1
"2114","Male","No",32,"Yes","Entertainment",1,"Low",2,5
"2115","Female","Yes",38,"Yes","Artist",0,"Average",3,3
"2116","Female","Yes",62,"Yes","Engineer",1,"Low",1,1
"2117","Male","No",18,"No","Healthcare",1,"Low",5,6
"2118","Male","Yes",67,"No","Executive",1,"High",2,2
"2119","Female","Yes",42,"Yes","Artist",9,"Low",2,5
"2120","Female","No",45,"Yes","Engineer",0,"Low",1,1
"2121","Male","Yes",46,"No","Doctor",0,"Average",3,3
"2122","Male","No",20,"No","Healthcare",2,"Low",4,6
"2123","Female","Yes",41,"Yes","Engineer",0,"High",3,1
"2124","Female","Yes",35,"No","Engineer",7,"Average",4,1
"2125","Female","Yes",52,"Yes","Artist",6,"Low",2,5
"2126","Female","Yes",63,"Yes","Artist",1,"Average",4,3
"2127","Male","Yes",51,"No","Executive",5,"Low",3,2
"2128","Female","Yes",29,"Yes","Entertainment",0,"Average",2,3
"2129","Male","No",27,"No","Doctor",0,"Low",4,5
"2130","Female","No",37,"Yes","Doctor",1,"Low",1,5
"2132","Female","No",50,"Yes","Artist",0,"Low",2,5
"2133","Male","Yes",74,"Yes","Lawyer",1,"Low",1,4
"2134","Female","Yes",72,"Yes","Artist",3,"Average",3,3
"2135","Female","Yes",83,"Yes","Lawyer",1,"High",2,4
"2136","Male","Yes",37,"Yes","Engineer",1,"Average",3,1
"2137","Female","No",19,"No","Healthcare",0,"Low",3,6
"2138","Female","No",30,"No","Artist",1,"Low",1,5
"2139","Female","No",46,"Yes","Engineer",1,"Low",2,1
"2140","Female","Yes",65,"Yes","Doctor",1,"Low",2,5
"2141","Female","Yes",88,"Yes","Lawyer",1,"Average",2,4
"2142","Male","Yes",43,"Yes","Entertainment",0,"Average",2,3
"2143","Male","Yes",50,"Yes","Executive",9,"High",3,2
"2144","Male","No",35,"Yes","Artist",8,"Low",2,5
"2145","Male","Yes",67,"Yes","Lawyer",0,"Low",1,4
"2146","Male","Yes",66,"Yes","Executive",0,"Low",1,2
"2147","Female","No",39,"Yes","Artist",3,"Low",2,5
"2149","Female","No",32,"No","Homemaker",8,"Low",1,1
"2150","Female","No",40,"Yes","Artist",6,"Low",1,5
"2151","Male","Yes",88,"Yes","Lawyer",0,"High",3,4
"2152","Male","No",30,"Yes","Healthcare",8,"Low",5,6
"2153","Male","No",32,"Yes","Entertainment",1,"Low",1,5
"2154","Male","Yes",43,"No","Marketing",1,"Low",2,5
"2155","Female","Yes",55,"No","Engineer",3,"Average",2,1
"2156","Female","Yes",47,"Yes","Artist",0,"Average",3,3
"2159","Male","No",22,"No","Healthcare",0,"Low",4,6
"2161","Female","No",31,"No","Healthcare",0,"Low",7,6
"2163","Male","No",19,"No","Healthcare",0,"Low",4,6
"2164","Male","Yes",69,"No","Doctor",0,"Average",2,3
"2166","Male","Yes",45,"Yes","Executive",0,"High",2,2
"2167","Female","No",22,"No","Doctor",1,"Low",3,5
"2168","Female","No",26,"Yes","Doctor",0,"Low",3,5
"2169","Male","No",39,"Yes","Artist",1,"Low",3,5
"2170","Male","Yes",61,"Yes","Entertainment",1,"Low",2,5
"2171","Female","Yes",74,"No","Lawyer",1,"High",2,4
"2172","Male","No",29,"Yes","Artist",4,"Low",1,5
"2173","Male","No",29,"Yes","Homemaker",5,"Low",1,1
"2174","Male","No",36,"No","Executive",0,"Low",3,2
"2175","Female","No",63,"Yes","Doctor",0,"Low",2,5
"2176","Male","Yes",69,"Yes","Artist",0,"Average",5,3
"2178","Male","Yes",81,"Yes","Lawyer",1,"Low",1,4
"2179","Female","Yes",71,"No","Lawyer",1,"High",2,4
"2180","Female","No",31,"No","Healthcare",10,"Low",2,6
"2181","Male","Yes",41,"Yes","Entertainment",9,"Average",4,3
"2182","Male","Yes",35,"No","Homemaker",1,"Average",3,1
"2183","Female","No",52,"Yes","Artist",6,"Low",1,5
"2186","Male","Yes",45,"No","Artist",0,"Low",2,5
"2187","Female","No",19,"No","Marketing",1,"Low",4,5
"2188","Male","No",23,"No","Healthcare",2,"Low",5,6
"2189","Male","Yes",77,"No","Lawyer",0,"Low",2,4
"2190","Female","Yes",84,"Yes","Lawyer",0,"Low",1,4
"2191","Male","Yes",47,"No","Entertainment",1,"High",4,5
"2192","Male","No",29,"Yes","Entertainment",6,"Low",3,5
"2193","Female","No",35,"Yes","Artist",8,"Low",3,5
"2194","Male","Yes",40,"Yes","Artist",14,"Low",2,5
"2195","Male","No",35,"No","Healthcare",1,"Low",1,6
"2196","Male","No",20,"No","Healthcare",0,"Low",3,6
"2197","Male","No",43,"Yes","Entertainment",0,"Low",2,5
"2198","Male","Yes",56,"No","Executive",0,"Low",1,2
"2199","Female","Yes",53,"Yes","Artist",3,"Low",1,5
"2200","Male","Yes",22,"No","Executive",1,"High",3,2
"2201","Male","Yes",32,"No","Healthcare",1,"High",4,6
"2202","Male","Yes",51,"No","Executive",2,"High",5,2
"2204","Male","Yes",37,"No","Doctor",2,"Average",4,3
"2205","Male","Yes",55,"Yes","Artist",4,"Average",4,3
"2206","Male","No",42,"Yes","Entertainment",3,"Low",2,5
"2207","Male","No",20,"No","Healthcare",1,"Low",5,6
"2208","Female","No",42,"Yes","Artist",12,"Low",2,5
"2209","Female","Yes",38,"No","Engineer",1,"High",5,1
"2210","Female","No",52,"Yes","Engineer",3,"Low",1,1
"2211","Female","Yes",48,"Yes","Marketing",9,"Low",1,5
"2212","Male","Yes",37,"Yes","Entertainment",5,"Average",2,3
"2213","Male","No",27,"No","Doctor",1,"Low",3,5
"2214","Male","Yes",48,"No","Artist",3,"Average",4,3
"2215","Female","No",25,"Yes","Marketing",5,"Low",2,5
"2216","Female","No",56,"Yes","Doctor",3,"Low",1,5
"2217","Female","Yes",68,"No","Lawyer",1,"Low",1,4
"2218","Male","No",21,"No","Healthcare",0,"Low",4,6
"2220","Male","No",43,"Yes","Artist",1,"Low",2,5
"2221","Male","Yes",52,"Yes","Lawyer",8,"High",2,4
"2222","Male","Yes",50,"No","Executive",0,"Average",5,2
"2223","Male","No",41,"Yes","Entertainment",0,"Low",1,5
"2224","Male","Yes",40,"Yes","Entertainment",8,"Average",2,3
"2225","Male","No",32,"Yes","Healthcare",8,"Low",2,6
"2226","Male","Yes",57,"Yes","Homemaker",5,"High",2,1
"2227","Female","No",25,"Yes","Artist",13,"Low",2,5
"2228","Male","Yes",74,"No","Lawyer",0,"High",2,4
"2230","Female","Yes",46,"Yes","Artist",0,"Average",2,3
"2231","Female","No",50,"Yes","Artist",1,"Low",1,5
"2232","Male","Yes",50,"Yes","Artist",0,"Average",2,3
"2233","Female","Yes",69,"Yes","Lawyer",0,"High",2,4
"2234","Male","No",29,"Yes","Artist",0,"Low",1,5
"2237","Male","Yes",38,"No","Executive",9,"High",5,2
"2238","Female","Yes",82,"No","Lawyer",0,"Low",1,4
"2240","Female","Yes",50,"No","Engineer",0,"Low",3,1
"2241","Male","Yes",56,"Yes","Artist",0,"High",2,5
"2242","Male","No",19,"No","Healthcare",4,"Low",3,6
"2243","Male","Yes",29,"No","Executive",12,"Low",3,2
"2244","Male","No",26,"Yes","Doctor",1,"Low",3,5
"2245","Female","No",31,"No","Doctor",1,"Low",5,5
"2246","Male","Yes",42,"Yes","Artist",0,"Average",2,3
"2247","Female","No",33,"Yes","Doctor",1,"Low",1,5
"2248","Male","Yes",35,"No","Healthcare",1,"Low",5,6
"2249","Female","Yes",46,"No","Engineer",0,"High",3,1
"2250","Female","No",67,"Yes","Artist",0,"Low",2,5
"2251","Female","No",35,"No","Artist",7,"Low",2,5
"2252","Male","No",28,"No","Doctor",8,"Low",3,5
"2253","Female","No",43,"No","Doctor",8,"Low",1,5
"2255","Female","Yes",73,"Yes","Artist",0,"Average",3,3
"2256","Female","No",21,"No","Healthcare",8,"Low",4,6
"2257","Female","No",32,"No","Doctor",1,"Low",3,5
"2259","Male","No",32,"Yes","Artist",13,"Low",3,5
"2260","Male","No",25,"No","Homemaker",14,"Low",3,1
"2261","Female","No",40,"Yes","Artist",5,"Low",1,5
"2262","Female","No",19,"No","Healthcare",0,"Low",3,6
"2263","Male","Yes",48,"Yes","Executive",5,"High",5,2
"2264","Female","No",36,"Yes","Artist",3,"Low",3,5
"2265","Male","No",27,"No","Healthcare",1,"Low",3,6
"2266","Female","Yes",82,"No","Entertainment",0,"High",2,5
"2267","Male","No",23,"No","Healthcare",9,"Low",4,6
"2268","Male","No",30,"Yes","Entertainment",14,"Low",3,5
"2269","Male","No",30,"Yes","Entertainment",8,"Low",4,5
"2270","Male","No",30,"Yes","Healthcare",1,"Low",3,6
"2271","Male","No",28,"Yes","Entertainment",1,"Low",5,5
"2272","Male","Yes",60,"Yes","Artist",0,"Low",2,5
"2273","Female","Yes",52,"Yes","Artist",1,"Average",2,3
"2275","Female","No",19,"No","Healthcare",0,"Low",2,6
"2276","Male","Yes",40,"No","Executive",1,"Low",5,2
"2277","Male","No",38,"Yes","Entertainment",8,"Low",1,5
"2278","Female","Yes",71,"Yes","Entertainment",1,"Average",2,3
"2279","Female","No",40,"Yes","Engineer",1,"Low",3,1
"2280","Male","Yes",68,"Yes","Artist",0,"High",2,5
"2282","Male","No",21,"No","Healthcare",0,"Low",4,6
"2285","Female","Yes",39,"No","Engineer",1,"Average",4,1
"2286","Male","Yes",41,"Yes","Executive",0,"Low",4,2
"2288","Female","No",22,"No","Healthcare",0,"Low",3,6
"2290","Female","Yes",49,"Yes","Artist",3,"Low",2,5
"2291","Female","Yes",26,"Yes","Healthcare",8,"Low",2,6
"2293","Female","No",27,"No","Engineer",0,"Low",2,1
"2294","Female","No",50,"No","Entertainment",8,"Low",2,5
"2295","Female","Yes",37,"Yes","Homemaker",5,"Low",2,1
"2296","Male","No",43,"Yes","Marketing",0,"Low",2,5
"2297","Male","No",35,"Yes","Entertainment",13,"Low",1,5
"2298","Female","Yes",50,"Yes","Artist",1,"Low",1,5
"2299","Male","No",31,"Yes","Artist",7,"Low",1,5
"2301","Female","No",20,"No","Healthcare",0,"Low",2,6
"2302","Male","Yes",66,"Yes","Entertainment",1,"Average",2,3
"2303","Male","Yes",37,"Yes","Healthcare",1,"Average",2,3
"2304","Male","Yes",52,"Yes","Artist",2,"Average",2,3
"2305","Male","Yes",45,"Yes","Executive",7,"High",5,2
"2306","Female","No",27,"Yes","Healthcare",2,"Low",6,6
"2307","Female","Yes",46,"Yes","Artist",1,"High",4,5
"2308","Female","Yes",43,"No","Doctor",9,"Low",1,5
"2309","Female","No",32,"No","Doctor",8,"Low",6,5
"2310","Male","Yes",87,"Yes","Lawyer",9,"Low",4,4
"2312","Male","No",59,"Yes","Artist",1,"Low",2,5
"2313","Male","Yes",63,"Yes","Artist",1,"Average",3,3
"2316","Male","No",47,"Yes","Artist",0,"Low",1,5
"2317","Female","Yes",45,"Yes","Artist",9,"Low",2,5
"2318","Male","Yes",79,"No","Lawyer",0,"Low",1,4
"2319","Male","Yes",65,"No","Entertainment",1,"High",2,5
"2320","Female","No",38,"Yes","Healthcare",0,"Low",2,6
"2322","Male","No",20,"No","Healthcare",2,"Low",3,6
"2323","Female","Yes",36,"Yes","Artist",1,"Low",2,5
"2324","Male","No",22,"No","Healthcare",0,"Low",4,6
"2325","Male","Yes",56,"No","Healthcare",0,"High",4,6
"2326","Female","No",32,"Yes","Doctor",5,"Low",3,5
"2327","Female","No",33,"Yes","Healthcare",1,"Low",1,6
"2328","Female","Yes",68,"Yes","Artist",1,"High",2,5
"2330","Female","Yes",38,"Yes","Artist",7,"Average",3,3
"2332","Female","Yes",49,"Yes","Artist",0,"High",4,5
"2334","Female","No",33,"No","Doctor",0,"Low",1,5
"2335","Female","Yes",57,"Yes","Artist",1,"High",2,5
"2336","Female","Yes",65,"Yes","Lawyer",2,"Low",6,4
"2338","Male","Yes",36,"Yes","Entertainment",0,"Average",2,3
"2339","Female","Yes",43,"No","Engineer",4,"Average",7,1
"2340","Female","No",18,"No","Entertainment",1,"Low",5,5
"2341","Female","Yes",43,"No","Engineer",1,"Average",2,1
"2342","Male","Yes",75,"Yes","Lawyer",0,"Low",1,4
"2344","Male","Yes",39,"Yes","Healthcare",11,"Average",2,3
"2345","Male","Yes",61,"Yes","Artist",2,"Low",2,5
"2347","Male","No",26,"Yes","Engineer",0,"Low",5,1
"2348","Male","Yes",52,"Yes","Artist",7,"Average",4,3
"2349","Male","Yes",50,"Yes","Artist",1,"Low",1,5
"2350","Female","No",51,"Yes","Artist",1,"Low",1,5
"2351","Male","Yes",50,"No","Artist",1,"Average",3,3
"2352","Male","Yes",53,"Yes","Executive",9,"High",5,2
"2353","Male","Yes",40,"No","Executive",5,"Low",4,2
"2355","Female","No",26,"No","Healthcare",0,"Low",3,6
"2356","Male","No",32,"No","Entertainment",9,"Low",4,5
"2357","Female","No",22,"No","Healthcare",5,"Low",3,6
"2358","Female","Yes",36,"Yes","Artist",1,"Average",4,3
"2360","Female","Yes",69,"No","Doctor",0,"Low",1,5
"2361","Female","No",39,"Yes","Entertainment",1,"Low",2,5
"2362","Female","Yes",81,"No","Doctor",0,"High",2,5
"2363","Female","No",28,"No","Healthcare",9,"Low",2,6
"2364","Male","No",28,"Yes","Healthcare",6,"Low",5,6
"2365","Male","No",52,"Yes","Entertainment",1,"Low",5,5
"2366","Female","Yes",40,"Yes","Artist",4,"Average",5,3
"2368","Female","Yes",37,"No","Artist",0,"Average",2,3
"2369","Male","No",26,"No","Marketing",1,"Low",5,5
"2370","Female","No",31,"No","Homemaker",8,"Low",1,1
"2371","Female","Yes",68,"Yes","Lawyer",0,"Low",2,4
"2372","Male","Yes",42,"Yes","Artist",1,"Average",3,3
"2373","Female","Yes",56,"Yes","Artist",1,"Average",6,3
"2374","Male","Yes",37,"No","Entertainment",1,"Low",2,5
"2375","Male","Yes",58,"Yes","Artist",1,"Low",1,5
"2376","Male","No",33,"Yes","Artist",7,"Low",1,5
"2377","Female","No",31,"No","Homemaker",8,"Low",1,1
"2378","Female","No",27,"Yes","Healthcare",0,"Low",3,6
"2379","Male","No",25,"No","Healthcare",7,"Low",4,6
"2380","Male","Yes",51,"Yes","Entertainment",1,"Average",2,3
"2381","Male","Yes",37,"No","Engineer",8,"Average",3,1
"2382","Male","Yes",69,"Yes","Executive",1,"Average",4,2
"2383","Female","Yes",45,"No","Doctor",1,"Low",1,5
"2384","Male","Yes",38,"Yes","Artist",0,"Low",2,5
"2386","Female","No",19,"No","Healthcare",0,"Low",4,6
"2387","Female","No",32,"Yes","Healthcare",6,"Low",3,6
"2388","Male","No",31,"Yes","Artist",1,"Low",5,5
"2389","Male","No",19,"No","Healthcare",13,"Low",3,6
"2390","Male","Yes",41,"Yes","Entertainment",0,"Average",3,3
"2392","Male","No",21,"No","Healthcare",1,"Low",4,6
"2394","Male","No",23,"No","Healthcare",0,"Low",6,6
"2395","Male","Yes",65,"No","Entertainment",0,"Average",2,3
"2396","Male","No",31,"No","Executive",4,"Low",5,2
"2398","Female","Yes",73,"No","Artist",1,"High",2,5
"2399","Male","Yes",42,"Yes","Doctor",9,"Low",2,5
"2400","Male","No",47,"Yes","Artist",0,"Low",1,5
"2401","Female","No",19,"No","Healthcare",0,"Low",5,6
"2402","Male","Yes",45,"No","Executive",3,"Low",9,2
"2404","Female","No",28,"Yes","Entertainment",0,"Low",3,5
"2408","Female","Yes",50,"Yes","Engineer",1,"Average",4,1
"2409","Male","No",26,"Yes","Healthcare",8,"Low",2,6
"2410","Male","Yes",82,"Yes","Lawyer",0,"Low",1,4
"2411","Male","Yes",33,"Yes","Healthcare",0,"Low",2,6
"2412","Male","No",50,"No","Marketing",1,"Low",2,5
"2413","Male","Yes",83,"No","Lawyer",0,"Low",1,4
"2414","Female","No",37,"Yes","Artist",9,"Low",1,5
"2415","Male","Yes",37,"Yes","Artist",6,"Average",2,3
"2416","Male","Yes",55,"No","Lawyer",1,"High",3,4
"2417","Male","Yes",61,"Yes","Artist",0,"Low",2,5
"2418","Female","Yes",39,"Yes","Artist",3,"Low",1,5
"2419","Male","Yes",40,"Yes","Artist",0,"Low",2,5
"2420","Male","Yes",55,"Yes","Artist",2,"Low",1,5
"2421","Male","Yes",50,"Yes","Healthcare",1,"Average",1,3
"2422","Male","No",26,"Yes","Doctor",13,"Low",3,5
"2423","Female","No",53,"Yes","Artist",1,"Low",1,5
"2425","Female","No",32,"Yes","Artist",7,"Low",3,5
"2426","Female","No",31,"Yes","Marketing",0,"Low",1,5
"2427","Male","No",30,"No","Healthcare",0,"Low",4,6
"2428","Female","No",31,"Yes","Doctor",0,"Low",4,5
"2429","Male","Yes",47,"Yes","Artist",4,"Low",1,5
"2430","Male","Yes",49,"Yes","Artist",3,"Average",2,3
"2431","Male","Yes",37,"Yes","Executive",1,"High",3,2
"2432","Male","Yes",47,"Yes","Artist",13,"Average",4,3
"2433","Male","Yes",52,"Yes","Executive",0,"High",2,2
"2435","Male","Yes",79,"No","Lawyer",0,"High",2,4
"2436","Male","Yes",47,"No","Executive",1,"High",6,2
"2438","Male","No",23,"No","Healthcare",1,"Low",4,6
"2439","Female","No",29,"No","Engineer",9,"Low",4,1
"2440","Female","No",33,"Yes","Engineer",10,"Low",1,1
"2441","Male","No",21,"No","Healthcare",0,"Low",4,6
"2442","Male","No",18,"No","Healthcare",8,"Low",4,6
"2443","Male","Yes",70,"Yes","Lawyer",0,"High",2,4
"2444","Female","Yes",56,"Yes","Artist",0,"Average",2,3
"2445","Male","Yes",42,"Yes","Artist",2,"Average",2,3
"2446","Female","No",28,"No","Healthcare",1,"Low",2,6
"2448","Male","Yes",81,"Yes","Lawyer",9,"Low",1,4
"2449","Male","No",30,"Yes","Artist",9,"Low",2,5
"2450","Male","Yes",53,"No","Lawyer",0,"Low",2,4
"2451","Male","No",26,"Yes","Executive",9,"Low",4,2
"2452","Male","Yes",51,"Yes","Artist",1,"Low",3,5
"2453","Male","No",19,"No","Artist",9,"Low",7,6
"2454","Male","Yes",75,"Yes","Lawyer",0,"High",2,4
"2455","Female","Yes",51,"Yes","Engineer",0,"Low",1,1
"2456","Female","Yes",70,"Yes","Homemaker",3,"Low",2,1
"2457","Female","No",38,"Yes","Doctor",0,"Low",1,5
"2458","Female","No",21,"No","Healthcare",0,"Low",4,6
"2459","Male","Yes",80,"No","Lawyer",0,"Low",1,4
"2461","Male","No",33,"No","Entertainment",1,"Low",1,5
"2462","Male","Yes",48,"Yes","Entertainment",1,"Average",6,3
"2463","Female","No",33,"No","Healthcare",8,"Low",3,6
"2464","Female","No",33,"Yes","Engineer",0,"Low",3,1
"2465","Female","No",31,"No","Healthcare",1,"Low",4,6
"2466","Female","Yes",48,"Yes","Artist",1,"Average",2,3
"2467","Male","Yes",49,"No","Engineer",1,"Average",8,1
"2468","Female","Yes",38,"No","Artist",1,"Low",1,5
"2469","Female","No",39,"Yes","Artist",0,"Low",1,5
"2470","Female","Yes",46,"Yes","Entertainment",2,"Average",2,3
"2471","Male","Yes",41,"Yes","Artist",8,"Average",2,3
"2472","Female","Yes",31,"No","Artist",0,"High",3,5
"2473","Male","Yes",37,"Yes","Entertainment",8,"Average",2,3
"2474","Female","Yes",58,"No","Engineer",1,"Low",1,1
"2475","Female","Yes",49,"Yes","Engineer",1,"Average",2,1
"2476","Female","Yes",47,"No","Marketing",2,"Low",1,5
"2477","Male","No",30,"Yes","Healthcare",1,"Low",4,6
"2479","Female","Yes",33,"Yes","Doctor",0,"Low",2,5
"2480","Male","No",33,"No","Healthcare",0,"Low",4,6
"2482","Male","Yes",45,"No","Doctor",8,"Low",2,5
"2483","Female","Yes",45,"Yes","Homemaker",1,"Low",1,1
"2485","Female","No",21,"No","Entertainment",1,"Low",4,5
"2486","Female","No",36,"Yes","Artist",9,"Low",2,5
"2488","Female","No",28,"No","Artist",0,"Low",5,5
"2489","Female","Yes",89,"No","Lawyer",0,"High",2,4
"2490","Male","Yes",48,"Yes","Executive",1,"High",4,2
"2491","Male","Yes",47,"No","Entertainment",0,"High",5,5
"2493","Female","No",18,"No","Healthcare",3,"Low",4,6
"2494","Male","Yes",58,"Yes","Lawyer",2,"High",2,4
"2495","Male","Yes",42,"No","Entertainment",9,"Average",3,3
"2496","Male","No",22,"No","Healthcare",0,"Low",3,6
"2497","Female","Yes",50,"Yes","Artist",2,"Low",1,5
"2499","Male","Yes",73,"No","Executive",0,"High",2,2
"2501","Male","Yes",40,"Yes","Artist",1,"Average",3,3
"2504","Female","Yes",39,"No","Doctor",0,"Low",2,5
"2505","Male","Yes",83,"No","Lawyer",0,"High",3,4
"2506","Male","Yes",55,"Yes","Artist",0,"Low",1,5
"2508","Male","Yes",42,"No","Engineer",5,"Average",4,1
"2509","Male","Yes",27,"Yes","Artist",1,"Low",4,5
"2510","Male","Yes",53,"Yes","Executive",1,"High",2,2
"2511","Female","Yes",40,"Yes","Engineer",1,"Average",7,1
"2512","Male","Yes",62,"Yes","Artist",0,"Average",9,3
"2514","Male","Yes",40,"Yes","Entertainment",1,"Average",2,3
"2515","Male","No",27,"No","Healthcare",1,"Low",3,6
"2516","Female","Yes",84,"No","Lawyer",0,"High",2,4
"2518","Male","No",26,"No","Artist",11,"Low",4,5
"2519","Male","No",33,"Yes","Entertainment",1,"Low",1,5
"2520","Male","No",27,"Yes","Artist",0,"Low",1,5
"2521","Female","Yes",46,"No","Entertainment",9,"Average",5,3
"2523","Female","No",25,"No","Healthcare",1,"Low",3,6
"2525","Female","No",32,"No","Artist",3,"Low",4,5
"2526","Female","No",21,"No","Healthcare",6,"Low",4,6
"2527","Male","Yes",73,"Yes","Lawyer",1,"High",4,4
"2528","Male","Yes",35,"Yes","Artist",0,"Average",2,3
"2529","Male","No",52,"Yes","Artist",1,"Low",1,5
"2530","Male","Yes",40,"Yes","Artist",1,"Low",2,5
"2532","Female","Yes",88,"Yes","Lawyer",1,"High",2,4
"2534","Female","No",41,"Yes","Artist",1,"Low",2,5
"2536","Male","Yes",45,"Yes","Artist",7,"Average",5,3
"2537","Male","Yes",41,"No","Entertainment",0,"Low",4,5
"2538","Male","Yes",75,"Yes","Lawyer",0,"High",2,4
"2539","Male","No",39,"Yes","Entertainment",9,"Low",2,5
"2540","Female","Yes",89,"No","Lawyer",0,"High",2,4
"2541","Male","Yes",45,"Yes","Doctor",0,"Low",1,5
"2542","Female","Yes",50,"Yes","Artist",1,"Average",2,3
"2543","Male","Yes",43,"No","Healthcare",6,"High",2,6
"2544","Male","Yes",50,"Yes","Executive",4,"Average",4,2
"2548","Male","Yes",76,"Yes","Lawyer",1,"Low",1,4
"2550","Male","Yes",41,"Yes","Artist",1,"Low",2,5
"2551","Male","Yes",50,"Yes","Entertainment",3,"Low",2,5
"2552","Male","Yes",56,"Yes","Executive",8,"High",5,2
"2553","Male","Yes",28,"No","Entertainment",0,"Average",2,3
"2555","Female","Yes",72,"Yes","Doctor",1,"Average",2,3
"2557","Male","No",28,"No","Artist",0,"Low",2,5
"2558","Female","Yes",27,"Yes","Artist",8,"Average",2,3
"2559","Female","No",32,"No","Healthcare",2,"Low",4,6
"2560","Female","No",20,"No","Doctor",9,"Low",4,5
"2561","Male","Yes",45,"Yes","Executive",1,"Low",5,2
"2562","Male","No",59,"Yes","Artist",1,"Low",2,5
"2563","Female","No",46,"Yes","Marketing",1,"Low",1,5
"2564","Male","Yes",46,"Yes","Artist",1,"Average",3,3
"2565","Male","No",41,"Yes","Artist",9,"Low",2,5
"2566","Male","Yes",70,"Yes","Lawyer",1,"High",2,4
"2568","Male","Yes",42,"Yes","Artist",9,"Average",3,3
"2569","Female","Yes",60,"No","Engineer",1,"High",9,1
"2570","Male","No",37,"Yes","Engineer",9,"Low",1,1
"2571","Male","No",18,"No","Healthcare",0,"Low",7,6
"2572","Male","Yes",52,"Yes","Artist",1,"Average",3,3
"2573","Female","No",32,"No","Artist",2,"Low",4,5
"2574","Male","Yes",74,"No","Lawyer",8,"Low",1,4
"2575","Male","Yes",29,"Yes","Healthcare",1,"Average",2,3
"2576","Male","Yes",37,"Yes","Entertainment",0,"Average",3,3
"2577","Male","Yes",45,"No","Entertainment",1,"Average",3,3
"2578","Male","No",22,"No","Healthcare",1,"Low",4,6
"2580","Female","Yes",51,"Yes","Artist",8,"Average",2,3
"2581","Male","Yes",59,"Yes","Artist",0,"Average",2,3
